Отдел;Модель Adeo;Артикул;url_lm;url_bitrix_step
10;MOD_201839;13610422;https://leroymerlin.ru/product/kryuchok-mebelnyy-k305ab-6-13610422/;https://step-preprod.lm.greensight.ru/product/kryuchok-mebelnyy-k305ab-6-13610422/
10;MOD_202032;10086514;https://leroymerlin.ru/product/kryuchok-s-obraznyy-8-mm-ocinkovannyy-fixbox-10086514/;https://step-preprod.lm.greensight.ru/product/kryuchok-s-obraznyy-8-mm-ocinkovannyy-fixbox-10086514/
10;MOD_202048;17560426;https://leroymerlin.ru/product/kryuk-dlya-elastichnoy-verevki-standers-17560426/;https://step-preprod.lm.greensight.ru/product/kryuk-dlya-elastichnoy-verevki-standers-17560426/
10;MOD_200808;17341291;https://leroymerlin.ru/product/lenta-hozyaystvennaya-razmetochnaya-moment-50-mm-17341291/;https://step-preprod.lm.greensight.ru/product/lenta-hozyaystvennaya-razmetochnaya-moment-50-mm-17341291/
10;MOD_200808;13514326;https://leroymerlin.ru/product/lenta-svetootrazhayushchaya-samokleyashchayasya-100h5-sm-cvet-krasno-belyy-13514326/;https://step-preprod.lm.greensight.ru/product/lenta-svetootrazhayushchaya-samokleyashchayasya-100h5-sm-cvet-krasno-belyy-13514326/
10;MOD_201950;10224219;https://leroymerlin.ru/product/mehanizm-okonnyy-palladium-10224219/;https://step-preprod.lm.greensight.ru/product/mehanizm-okonnyy-palladium-10224219/
10;MOD_201950;10224315;https://leroymerlin.ru/product/mehanizm-okonnyy-palladium-10224315/;https://step-preprod.lm.greensight.ru/product/mehanizm-okonnyy-palladium-10224315/
10;MOD_202071;12596788;https://leroymerlin.ru/product/mehanizm-podema-dveri-jet-100n-mr203b-100nl99-12596788/;https://step-preprod.lm.greensight.ru/product/mehanizm-podema-dveri-jet-100n-mr203b-100nl99-12596788/
10;MOD_201833;15464449;https://leroymerlin.ru/product/molotok-dvernoy-amig-6122-15464449/;https://step-preprod.lm.greensight.ru/product/molotok-dvernoy-amig-6122-15464449/
10;MOD_201833;18548293;https://leroymerlin.ru/product/molotok-dvernoy-manzzaro-leone-10-40-18548293/;https://step-preprod.lm.greensight.ru/product/molotok-dvernoy-manzzaro-leone-10-40-18548293/
10;MOD_201847;16610381;https://leroymerlin.ru/product/nabor-krepezha-dlya-dvernyh-ruchek-16610381/;https://step-preprod.lm.greensight.ru/product/nabor-krepezha-dlya-dvernyh-ruchek-16610381/
10;MOD_202056;14396659;https://leroymerlin.ru/product/nabor-remney-standers-14396659/;https://step-preprod.lm.greensight.ru/product/nabor-remney-standers-14396659/
10;MOD_202076;14396595;https://leroymerlin.ru/product/nabor-verevok-standers-14396595/;https://step-preprod.lm.greensight.ru/product/nabor-verevok-standers-14396595/
10;MOD_202076;14396608;https://leroymerlin.ru/product/nabor-verevok-standers-14396608/;https://step-preprod.lm.greensight.ru/product/nabor-verevok-standers-14396608/
10;MOD_201874;11987269;https://leroymerlin.ru/product/nakladka-pochtovaya-dekorativnaya-duhovnost-11987269/;https://step-preprod.lm.greensight.ru/product/nakladka-pochtovaya-dekorativnaya-duhovnost-11987269/
10;MOD_201874;11987242;https://leroymerlin.ru/product/nakladka-pochtovaya-dekorativnaya-optimizm-11987242/;https://step-preprod.lm.greensight.ru/product/nakladka-pochtovaya-dekorativnaya-optimizm-11987242/
10;MOD_201939;12906029;https://leroymerlin.ru/product/napravlyayushchaya-dlya-shkafa-kupe-nizhnyaya-mc-l60-h-1200-mm-nagruzka-do-45-kg-alyuminiy-12906029/;https://step-preprod.lm.greensight.ru/product/napravlyayushchaya-dlya-shkafa-kupe-nizhnyaya-mc-l60-h-1200-mm-nagruzka-do-45-kg-alyuminiy-12906029/
10;MOD_201956;11678191;https://leroymerlin.ru/product/napravlyayushchaya-rolikovaya-boyard-mb08601-86x450-mm-11678191/;https://step-preprod.lm.greensight.ru/product/napravlyayushchaya-rolikovaya-boyard-mb08601-86x450-mm-11678191/
10;MOD_201954;11640724;https://leroymerlin.ru/product/napravlyayushchie-rolikovye-boyard-ds01w-2-250x1-2-mm-11640724/;https://step-preprod.lm.greensight.ru/product/napravlyayushchie-rolikovye-boyard-ds01w-2-250x1-2-mm-11640724/
10;MOD_201954;11677690;https://leroymerlin.ru/product/napravlyayushchie-sharikovye-boyard-db3501-450-mm-11677690/;https://step-preprod.lm.greensight.ru/product/napravlyayushchie-sharikovye-boyard-db3501-450-mm-11677690/
10;MOD_201969;14156081;https://leroymerlin.ru/product/nasadki-standers-14-mm-14156081/;https://step-preprod.lm.greensight.ru/product/nasadki-standers-14-mm-14156081/
10;MOD_201969;14156209;https://leroymerlin.ru/product/nasadki-standers-22-mm-14156209/;https://step-preprod.lm.greensight.ru/product/nasadki-standers-22-mm-14156209/
10;MOD_202022;12039420;https://leroymerlin.ru/product/nit-kruchenaya-187-teks-12039420/;https://step-preprod.lm.greensight.ru/product/nit-kruchenaya-187-teks-12039420/
10;MOD_202022;12992246;https://leroymerlin.ru/product/nit-kruchenaya-2-8-mm-12992246/;https://step-preprod.lm.greensight.ru/product/nit-kruchenaya-2-8-mm-12992246/
10;MOD_201972;12357066;https://leroymerlin.ru/product/nozhka-mebelnaya-50-mm-cvet-chernyy-12357066/;https://step-preprod.lm.greensight.ru/product/nozhka-mebelnaya-50-mm-cvet-chernyy-12357066/
10;MOD_201903;13180696;https://leroymerlin.ru/product/ogranichitel-okonnyy-dlya-pvh-okna-105-mm-abc-stal-cvet-belyy-13180696/;https://step-preprod.lm.greensight.ru/product/ogranichitel-okonnyy-dlya-pvh-okna-105-mm-abc-stal-cvet-belyy-13180696/
10;MOD_201903;11989918;https://leroymerlin.ru/product/ogranichitel-okonnyy-hq-01-11989918/;https://step-preprod.lm.greensight.ru/product/ogranichitel-okonnyy-hq-01-11989918/
10;MOD_201919;16549719;https://leroymerlin.ru/product/ogranichitel-okonnyy-trossovyy-s-klyuchom-wr-16549719/;https://step-preprod.lm.greensight.ru/product/ogranichitel-okonnyy-trossovyy-s-klyuchom-wr-16549719/
10;MOD_201919;16549698;https://leroymerlin.ru/product/ogranichitel-okonnyy-wl-16549698/;https://step-preprod.lm.greensight.ru/product/ogranichitel-okonnyy-wl-16549698/
10;MOD_201974;17927540;https://leroymerlin.ru/product/opora-na-shurupah-jet-100-mm-17927540/;https://step-preprod.lm.greensight.ru/product/opora-na-shurupah-jet-100-mm-17927540/
10;MOD_201974;17927638;https://leroymerlin.ru/product/opora-na-shurupah-jet-150-mm-17927638/;https://step-preprod.lm.greensight.ru/product/opora-na-shurupah-jet-150-mm-17927638/
10;MOD_201972;13857900;https://leroymerlin.ru/product/opora-reguliruemaya-m8-pod-ldsp-16-mm-cvet-korichnevyy-13857900/;https://step-preprod.lm.greensight.ru/product/opora-reguliruemaya-m8-pod-ldsp-16-mm-cvet-korichnevyy-13857900/
10;MOD_202067;14116186;https://leroymerlin.ru/product/organayzer-org-14-1-160x320x50-mm-14116186/;https://step-preprod.lm.greensight.ru/product/organayzer-org-14-1-160x320x50-mm-14116186/
10;MOD_202067;14116047;https://leroymerlin.ru/product/organayzer-org-8-1-160x160x70-mm-14116047/;https://step-preprod.lm.greensight.ru/product/organayzer-org-8-1-160x160x70-mm-14116047/
10;MOD_202071;14238095;https://leroymerlin.ru/product/petlya-antresolnaya-boyard-mk01-14238095/;https://step-preprod.lm.greensight.ru/product/petlya-antresolnaya-boyard-mk01-14238095/
10;MOD_201877;14248154;https://leroymerlin.ru/product/petlya-bystrogo-montazha-amig-15-14248154/;https://step-preprod.lm.greensight.ru/product/petlya-bystrogo-montazha-amig-15-14248154/
10;MOD_201877;14248197;https://leroymerlin.ru/product/petlya-bystrogo-montazha-amig-15-14248197/;https://step-preprod.lm.greensight.ru/product/petlya-bystrogo-montazha-amig-15-14248197/
10;MOD_201843;14239928;https://leroymerlin.ru/product/petlya-dlya-kartiny-srednyaya-14239928/;https://step-preprod.lm.greensight.ru/product/petlya-dlya-kartiny-srednyaya-14239928/
10;MOD_201857;10860741;https://leroymerlin.ru/product/petlya-kartochnaya-gah-alberts-10860741/;https://step-preprod.lm.greensight.ru/product/petlya-kartochnaya-gah-alberts-10860741/
10;MOD_201857;10860880;https://leroymerlin.ru/product/petlya-kartochnaya-gah-alberts-10860880/;https://step-preprod.lm.greensight.ru/product/petlya-kartochnaya-gah-alberts-10860880/
10;MOD_201933;14250211;https://leroymerlin.ru/product/petlya-mebelnaya-boyard-hg001-gp-14250211/;https://step-preprod.lm.greensight.ru/product/petlya-mebelnaya-boyard-hg001-gp-14250211/
10;MOD_201933;14250246;https://leroymerlin.ru/product/petlya-mebelnaya-boyard-hg001-ni-14250246/;https://step-preprod.lm.greensight.ru/product/petlya-mebelnaya-boyard-hg001-ni-14250246/
10;MOD_201934;14237922;https://leroymerlin.ru/product/petlya-polunakladnaya-dlya-dsp-boyard-clip-on-h301v02-14237922/;https://step-preprod.lm.greensight.ru/product/petlya-polunakladnaya-dlya-dsp-boyard-clip-on-h301v02-14237922/
10;MOD_202755;15108188;https://leroymerlin.ru/product/petlya-pruzhinnaya-amig-9811-3037-75-dvoynaya-20-mm-stal-cvet-zoloto-15108188/;https://step-preprod.lm.greensight.ru/product/petlya-pruzhinnaya-amig-9811-3037-75-dvoynaya-20-mm-stal-cvet-zoloto-15108188/
10;MOD_202755;15108209;https://leroymerlin.ru/product/petlya-pruzhinnaya-amig-9818-3037-100-dvoynaya-20-mm-stal-cvet-nikel-15108209/;https://step-preprod.lm.greensight.ru/product/petlya-pruzhinnaya-amig-9818-3037-100-dvoynaya-20-mm-stal-cvet-nikel-15108209/
10;MOD_201934;14238087;https://leroymerlin.ru/product/petlya-vkladnaya-dlya-dsp-boyard-clip-on-h404c21-14238087/;https://step-preprod.lm.greensight.ru/product/petlya-vkladnaya-dlya-dsp-boyard-clip-on-h404c21-14238087/
10;MOD_201966;12251421;https://leroymerlin.ru/product/petlya-vvertnaya-17-13-cp-42-5x12-8-mm-stal-cvet-hrom-12251421/;https://step-preprod.lm.greensight.ru/product/petlya-vvertnaya-17-13-cp-42-5x12-8-mm-stal-cvet-hrom-12251421/
10;MOD_201966;12251456;https://leroymerlin.ru/product/petlya-vvertnaya-17-13-cr-42-5x12-8-mm-stal-cvet-hrom-12251456/;https://step-preprod.lm.greensight.ru/product/petlya-vvertnaya-17-13-cr-42-5x12-8-mm-stal-cvet-hrom-12251456/
10;MOD_201883;13692384;https://leroymerlin.ru/product/pika-list-20h140h50-mm-13692384/;https://step-preprod.lm.greensight.ru/product/pika-list-20h140h50-mm-13692384/
10;MOD_201928;10846237;https://leroymerlin.ru/product/planka-s-proushinoy-60x1-75x19-mm-10846237/;https://step-preprod.lm.greensight.ru/product/planka-s-proushinoy-60x1-75x19-mm-10846237/
10;MOD_201970;14250908;https://leroymerlin.ru/product/podstavki-dlya-stiralnoy-mashiny-antivibracionnye-element-14250908/;https://step-preprod.lm.greensight.ru/product/podstavki-dlya-stiralnoy-mashiny-antivibracionnye-element-14250908/
10;MOD_201887;13695905;https://leroymerlin.ru/product/polosa-kovanaya-2h3000h20-mm-13695905/;https://step-preprod.lm.greensight.ru/product/polosa-kovanaya-2h3000h20-mm-13695905/
10;MOD_200989;15043370;https://leroymerlin.ru/product/prishchepka-15043370/;https://step-preprod.lm.greensight.ru/product/prishchepka-15043370/
10;MOD_200989;15043388;https://leroymerlin.ru/product/prishchepka-15043388/;https://step-preprod.lm.greensight.ru/product/prishchepka-15043388/
10;MOD_201093;13502886;https://leroymerlin.ru/product/prizhim-dlya-kabelya-i-trub-16-mm-13502886/;https://step-preprod.lm.greensight.ru/product/prizhim-dlya-kabelya-i-trub-16-mm-13502886/
10;MOD_201093;13502958;https://leroymerlin.ru/product/prizhim-dlya-kabelya-i-trub-22-mm-13502958/;https://step-preprod.lm.greensight.ru/product/prizhim-dlya-kabelya-i-trub-22-mm-13502958/
10;MOD_200165;12903880;https://leroymerlin.ru/product/profil-kromochnyy-2000-mm-23shk-cvet-belyy-12903880/;https://step-preprod.lm.greensight.ru/product/profil-kromochnyy-2000-mm-23shk-cvet-belyy-12903880/
10;MOD_201928;10836960;https://leroymerlin.ru/product/proushina-32x18x32-mm-10836960/;https://step-preprod.lm.greensight.ru/product/proushina-32x18x32-mm-10836960/
10;MOD_202038;17561293;https://leroymerlin.ru/product/provoloka-1-5-mm-30-m-stal-ocinkovannaya-17561293/;https://step-preprod.lm.greensight.ru/product/provoloka-1-5-mm-30-m-stal-ocinkovannaya-17561293/
10;MOD_200139;15608393;https://leroymerlin.ru/product/provoloka-vyazalnaya-1-mm-20-m-p-uglerodistaya-stal-15608393/;https://step-preprod.lm.greensight.ru/product/provoloka-vyazalnaya-1-mm-20-m-p-uglerodistaya-stal-15608393/
10;MOD_202038;13217305;https://leroymerlin.ru/product/provoloka-vyazalnaya-200-g-uglerodistaya-stal-1-sht-13217305/;https://step-preprod.lm.greensight.ru/product/provoloka-vyazalnaya-200-g-uglerodistaya-stal-1-sht-13217305/
10;MOD_200139;15608406;https://leroymerlin.ru/product/provoloka-vyazalnaya-2-mm-50-m-p-uglerodistaya-stal-15608406/;https://step-preprod.lm.greensight.ru/product/provoloka-vyazalnaya-2-mm-50-m-p-uglerodistaya-stal-15608406/
10;MOD_201854;10882457;https://leroymerlin.ru/product/prutok-gah-alberts-kvadratnyy-10x10x1000-mm-10882457/;https://step-preprod.lm.greensight.ru/product/prutok-gah-alberts-kvadratnyy-10x10x1000-mm-10882457/
10;MOD_202750;17667485;https://leroymerlin.ru/product/remen-25-mm-17667485/;https://step-preprod.lm.greensight.ru/product/remen-25-mm-17667485/
10;MOD_202750;17667506;https://leroymerlin.ru/product/remen-40-mm-17667506/;https://step-preprod.lm.greensight.ru/product/remen-40-mm-17667506/
10;MOD_202053;14396763;https://leroymerlin.ru/product/remen-karabin-25-mm-2-5-m-14396763/;https://step-preprod.lm.greensight.ru/product/remen-karabin-25-mm-2-5-m-14396763/
10;MOD_202056;14396747;https://leroymerlin.ru/product/remen-karabin-25-mm-5-m-14396747/;https://step-preprod.lm.greensight.ru/product/remen-karabin-25-mm-5-m-14396747/
10;MOD_202053;14396712;https://leroymerlin.ru/product/remen-standers-25-mm-2-5-m-14396712/;https://step-preprod.lm.greensight.ru/product/remen-standers-25-mm-2-5-m-14396712/
10;MOD_201956;14250094;https://leroymerlin.ru/product/reyling-prodolnyy-boyard-mb00081-500-mm-14250094/;https://step-preprod.lm.greensight.ru/product/reyling-prodolnyy-boyard-mb00081-500-mm-14250094/
